URL,职位描述
https://jobs.51job.com/hangzhou-xhq/171709991.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"岗位职责：
1.全面负责资讯中心日常运行与平台建设，承担全球机器人与人工智能产业动态与前沿技术情报的收集、跟踪与深度分析。定期或不定期提供重要资讯。
2.建立分级分类情报数据库，定期编制产业简报、技术白皮书、政策研判报告与竞争态势分析，为研究院战略决策与各中心研发提供情报支撑，为全院机器人与人工智能教学改革提供最新信息。
3.搭建国际学术交流与产业合作信息桥梁，跟踪海外高校、科研机构与头部企业技术路线与合作动向。
4.负责资讯平台运营、智库专家库建设、行业会议组织与对外信息发布。协同开展相关领域的社会服务。
5.承担相应的教学任务。
6.完成领导交办的其他工作。

任职条件：
1.遵纪守法，政治素质和道德品质过硬。
2.情报学、信息管理、产业经济、机器人工程、英语等相关专业硕士及以上学历。
3.熟悉全球机器人产业链格局、技术演进脉络、专利布局与政策环境；具备扎实的信息检索、数据挖掘、定量分析与报告撰写能力。英语听说读写流利，能高效研读外文技术文献、专利与行业报告。具有科技情报服务、产业咨询、智库研究或技术转移机构工作经验者优先；熟悉新媒体运营与知识管理平台搭建者优先。
4.原则上不超过40周岁，特别优秀者可适当放宽。身心健康，符合《公务员录用体检通用标准》的规定，能适应岗位工作要求，无不良学术记录与违法违规记录。
5.人岗匹配度高可破格录用。

应聘流程：
1. 目前我院已启用官方招聘系统，请通过学院招聘系统进行简历投递。 后续您可实时查询应聘流程进度，同时面试、体检、入职等各环节的消息均将通过系统推送至手机微信。 2.具体流程：登陆杭州万向职业技术学院官网*************，点击“人才引进”专栏访问“杭州万向职业技术学院招聘系统”，通过微信扫码关注微信服务号后自动登录系统，根据招聘岗位要求及本人实际，填报个人简历并扫描上传所需材料。
职能类别：
教研组长/主管"
https://jobs.51job.com/hangzhou-fyq/171592793.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"岗位职责：
1、负责多成像硬件融合系统的整体架构设计，包括光学、电子、机械等多领域的技术融合，确保系统的高性能、高可靠性和可扩展性。
2、主导多信息软件融合算法的研发与优化，实现不同成像硬件数据的有效整合与分析，提升系统的信息处理能力和决策支持水平。
3、带领产品开发团队完成从需求分析、方案设计到产品交付的全流程工作，确保产品按时、高质量上线。
4、跟踪行业前沿技术动态，引入先进的成像硬件融合技术和理念，推动公司产品的技术创新和升级。
5、与跨部门团队密切协作，包括研发、生产、市场等，确保产品的技术方案与公司的战略目标和市场需求相匹配。

工作要求：
1、光电相关专业硕士学历，具备扎实的光学、电子、图像处理等专业知识。熟悉成像硬件的原理、设计和制造流程，包括相机、传感器、光学镜头等。
2、5年以上成像硬件融合架构设计或相关产品开发经验，有成功的产品案例者优先。
3、具备多信息软件融合算法的研发经验，熟悉机器学习、深度学习等人工智能技术在图像处理中的应用。
4、有可视化头盔开发经验者优先，需熟悉可视化头盔的光学设计、显示技术、人机交互等关键技术，有相关产品的完整开发流程经验者更佳。
5、熟练掌握至少一种编程语言，如C++、Python等，具备良好的编程能力和代码调试能力。熟悉常用的成像硬件开发工具和软件，如MATLAB、LabVIEW等。
6、结果导向，能适应快节奏技术攻坚，具备从0到1搭建技术体系的魄力。
7、出色的技术沟通能力，能与算法团队、软件团队、供应链团队等跨部门协作，推动技术落地。
8、具备团队管理能力，能指导团队成员，提升团队整体技术能力。
职能类别：
架构师"
https://jobs.51job.com/hangzhou-bjq/170961913.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"工作职责:
1. 参与软件开发生命周期（SDLC）各阶段的门禁管理；
2. 开展源代码安全审计、第三方组件漏洞识别与风险评估，推动安全缺陷的修复与闭环管理；
3. 制定并推广安全开发规范、安全编码指南及自动化安全检测流程，支持DevSecOps落地；
4. 协同研发、测试、运维团队开展渗透测试、威胁建模、安全培训及应急响应支持；
5. 围绕应用安全构建Agentic AI提质增效
任职资格:
1. 本科及以上学历，计算机科学、信息安全、软件工程或相关专业，具备3年以上应用安全或安全开发相关工作经验；
2. 熟悉主流安全开发框架与标准（如OWASP SAMM、BSIMM），掌握常见Web/移动应用漏洞原理及防护方案（如SQL注入、XSS、CSRF、逻辑漏洞等）；
3. 熟练使用SAST、DAST、SCA等安全检测工具（如SonarQube、Fortify、Burp Suite、Dependency-Check等），具备工具集成与规则定制经验；
4. 具备至少一种主流编程语言（Java/Python/Go/C#等）的代码审计能力，了解CI/CD流程及安全左移实践；
5. 具备良好的跨团队协作能力、技术文档编写能力及安全意识宣导能力。
6. 具备主流AI框架解决业务实际痛点经验优先
职能类别：
网络安全工程师"
https://jobs.51job.com/hangzhou-xhq/171986811.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"【工作内容】
- 参与机器人系统的设计、开发与调试，完成硬件与软件的集成工作；
- 负责机器人算法的开发与优化，包括路径规划、感知控制等模块；
- 协同团队进行产品测试与迭代，提升机器人性能与稳定性；
- 编写技术文档，支持项目交付与后续维护。
【任职要求】
- 大专及以上学历，电子工程、自动化、计算机、机械等相关专业；
- 熟悉机器人相关知识，了解ROS、Python、C++等开发工具；
- 具备良好的逻辑思维能力和问题解决能力；愿意不断学习与探索；
- 对机器人技术有浓厚兴趣，具备较强的学习能力和团队协作精神。
职能类别：
机器学习工程师"
https://jobs.51job.com/hangzhou/170469929.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"职位描述：
ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：中国交易与广告，负责抖音电商、生活服务、广告营销等营收业务的研发。用技术带来美好生活，让用户发现更多优价好物，为用户提供更丰富独特的生活体验；连接海量用户与商家，促进交易达成，让生态里全流程体验更流畅，助力营收业务长效增长。
加入团队，你将投身流量与增长主战场，挑战复杂业务场景技术难题；直面真实商家和用户，用技术解决看得见的问题，在实战中快速成长，书写属于你的价值故事！

1、参与中国交易与广告业务的后台研发工作，支撑业务快速迭代，保证服务质量；
2、通过不断的技术研究和创新，推动业务的快速发展和高效迭代；
3、善于从工作中抽象和归纳问题，用技术方案高效解决；
4、与产品团队协同，将技术方案应用于业务场景。
职位要求：
1、2027届本科及以上学历在读，计算机、通信等相关专业优先；
2、熟练掌握算法、数据结构等基础知识；
3、至少熟练使用一门编程语言（C/C++/Python/Go等）；
4、积极乐观，责任心强，工作认真细致，具有良好的团队沟通与协作能力；
5、热爱编程，有较强的学习能力，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界***；
6、每周可实习4天以上，可实习4个月以上。
职能类别：
软件工程师"
https://jobs.51job.com/hangzhou/171920689.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"岗位职责：
1. 主要负责产品视频、宣传片、专题片等；
2. 负责各种影视特效、包装特效、三维动画等；
3. 负责产品和场景建模；
4.所需负责：手动工具、电动工具、气动工具、激光测量工具、激光雷达、工业存储柜、工业吸尘器等几大类产品。

任职要求：
1、美术或艺术等专业，3年以上实体产品工作经验；
2、擅长3Dsmax,AE,PR,C4D等剪辑、特效合成、三维动画软件；熟练气体、流体等粒子插件；
3、具备很强的视觉效果创新，能独立创作重要项目；
4、具备良好的团队精神，认真负责每一项工作。

PS：投递简历需附带个人作品集哦
职能类别：
动画/3D设计"
https://jobs.51job.com/hangzhou-lpq/171338655.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"工作内容：
运营抖音等各类线上平台，根据客户要求提供技术与视觉方案支持与服务。包括视觉方案设计，线上支持及调试，确保客户满意度。
主要职责：
- 负责抖音等平台运营、拍视频获客等；
- 负责客户需求收集对接、并提供技术解决方案和产品推荐；
- 协助客户完成产品线上调试；
- 完成线上客户订单及销售服务；
职位要求：
- 计算机、电子信息、电气自动化等专业大专及以上学历，或有机器视觉方案工作经验；
- 不限工作经验，大四学生也可以，具备良好的线上沟通技巧；
- 熟练掌握机器视觉相关基础知识，了解产品特点；
- 能够对客户提供的信息进行有效的分析，提供技术方案。
- 抖音等线上平台的运营能力。
职能类别：
机器视觉工程师"
https://jobs.51job.com/hangzhou/168833031.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"岗位职责：
1. 根据游戏产品视觉风格，设计和制作游戏界面动效相关资源。
2. 根据项目需求,为项目提供高品质动效提案支持,与GUI、程序等配合,推动设计效果落地实现并保证效果一致性。
3. 沉淀动效设计通用方法,配合打造团队动效公共库/动效设计工具,从而提升同类型动效设计效率。
4. 能够与上下游职位良好配合,把握策划需求,向视觉设计师和程序沟通动效设计及落地思路。
5. 能够深刻理解游戏交互设计逻辑，关注时下视觉动效流行趋势,为团队提供专业的动效意见和建议。
岗位要求：
1. 有良好的美术基础和审美，对动效资源制作及游戏内的落地实现有自己的理解。
2. 动效节奏感强，细节处理到位，追求设计品质，有创新能力。
3. 熟练掌握Unity引擎或其他游戏引擎,熟悉AE、3dsMAX、Photoshop等相关软件;
4. 需要有2D和3D项目动效制作经验。

岗位要求：
不考虑过往项目是轻度休闲项目、棋牌捕鱼等
职能类别：
游戏特效设计师"
https://jobs.51job.com/hangzhou/171918352.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"【工作内容】
- 负责动画、视频项目的剪辑、调色、特效合成及音效处理等工作；
- 与导演、美术团队紧密配合，确保后期效果符合项目整体风格；
- 参与动画成片的输出与格式转换，保证播出质量；
- 协助完成项目进度管理与交付物整理；
- 使用AIGC工具，进行其他创意类工作。

【任职要求】
- 大专及以上学历，影视动画、数字媒体等相关专业优先；
- 熟练使用Adobe Premiere、After Effects等后期软件；
- 有美术、编导相关经验，具备良好的审美能力和色彩感知力，能独立完成后期制作任务；
- 工作细致认真，具备良好的沟通能力和团队协作精神。
职能类别：
后期制作"
https://jobs.51job.com/hangzhou/171761107.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"岗位职责：
1、熟练使用AI视频工具（如可灵、即梦等），有AI生成内容（AIGC）项目经验优先；
2、具备基础剪辑思维，熟悉镜头语言、转场逻辑及主流视频风格；
3、对Al技术敏感，能快速学习新工具，有较强的解决问题能力；
4、配合团队对AI视频制作进行提质/提效，能根据引流获客数据调整视频内容；
5、有前瞻性审美，关注当下潮流/设计/营销等流行趋势，有影视类视频生成经验。
任职要求：
视觉设计或相关专业本科及以上学历优先；
1.五年以上影视/视频行业工作经验，具有扎实的视频内容制作基本功，创意能力，学习能力强，跟踪了解AI技术发展趋势；
2.熟练掌握达芬奇，AE等视频剪辑软件，对AI视频生成工具有一定经验；
3.注重细节，具有良好的审美能力和领悟能力；
加分项：了解AI绘图工具（如：Mid
Journey）、自动配音技术（如ElevenLabs）如果你有以上经验，踏实可靠，爱专研的你，还再等什么，快来加入我们吧。
职能类别：
特效设计师"
https://jobs.51job.com/hangzhou/170393548.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"核心职责
基金募资与投资者关系：
主导公司旗下人民币基金的募资工作，制定并执行募资策略。
负责与现有及潜在投资人（包括政府引导基金、市场化母基金、金融机构等）的沟通、维护和关系拓展。
设计和制作基金募集方案、路演材料，并组织路演推介与商务谈判。
政府关系与资源对接：
负责建立、维护与各级政府、产业园区、投资促进部门的良好沟通渠道与互动关系。
深入研究并分析各级政府针对智能制造、人工智能、硬科技等领域的产业政策、扶持计划与优惠条件。
主导政府类资质、荣誉、重大项目及专项补贴/奖励资金的申报工作，跟踪项目立项至验收的全过程。
招商引资与产业合作：
代表公司对接地方政府及产业园区，推动公司研发中心、生产基地等项目的落地谈判，争取土地、税收、人才等方面的最优政策支持。
协调内外部资源，促成公司与地方政府在产业生态建设、应用场景开放等方面的深度合作。
资本市场沟通与品牌建设：
协助筹备投资者交流会、业绩说明会等活动，维护公司在资本市场的透明度和良好形象。
监控行业与公司相关舆情，在必要时参与应对涉及政府或资本市场的沟通事务。
任职资格：
教育背景：本科及以上学历，金融、经济、法律、工商管理等相关专业优先。硕士学历或持有基金从业资格、CPA、法律职业资格等证书者更具竞争力。
工作经验：
核心经验：拥有5年及以上人民币基金募资或政府引导基金合作经验，成功完成过基金募资关闭。
行业经验：具备硬科技、高端制造、人工智能等相关领域的投资或产业经验者优先。
政府经验：拥有丰富的政府关系对接经验，熟悉政府架构、工作流程与政策申报，或有政府投资促进部门、国企相关工作经验者优先。
核心能力：
资源网络：在政府（特别是工信、科技、发改等部门及地方政府招商体系） 和金融资本圈（母基金、险资、银行理财子等） 拥有成熟、优质的资源网络。
专业能力：精通私募股权基金的结构设计、法律合规及运营；具备优秀的政策研究、公文写作与商务谈判能力。
综合素质：出色的跨部门协调与公关能力，极强的目标驱动力与抗压能力，能适应高频出差。
职能类别：
投资者关系"
https://jobs.51job.com/hangzhou/171705667.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"一、岗位职责
(1)基于C++语言和Qt框架（Qt Widgets/QML），负责跨平台桌面应用软件的核心开发，涵盖需求分析、模块设计、文档编写、代码开发、单元测试全流程；
(2)负责工业仿真软件图形界面的设计与开发，参与客户定制软件的界面开发；
(3)进行二三维态势系统与仿真系统开发，负责三维模型数据的显示效率和效果优化；
(4)负责界面与底层解算器模块的对接，参与仿真引擎的数据处理和集成开发；
(5)对常用3D模型格式进行数据解析，支持多种工业模型格式的导入导出；
(6)参与产品系统设计、代码编写和Bug修复工作，解决开发过程中的技术难题，应用前沿技术提升产品核心竞争力；
(7)编写高质量的代码和单元测试用例，保障软件的稳定性与运行效率。
二、任职要求
2.1 基础要求
(1)本科及以上学历，计算机科学与技术、软件工程、数学、自动化、机械工程、通信工程、电子信息等相关专业；
(2)3年以上C++开发经验，有独立负责工业自动化相关项目开发经验者优先。
2.2 核心技能
(1)C++语言能力：熟练掌握C++编程语言，精通C++11/14/17及以上标准，理解数据结构和算法，具备良好的代码规范和模块化设计能力；
(2)Qt框架能力：精通Qt开发框架，熟练使用QWidget和QML/Qt Quick，能根据场景选择合适的UI技术栈；熟悉Qt信号与槽机制、元对象系统、网络模块、文件IO、多线程、数据库等核心模块；
(3)通信与协议：熟练掌握常见的通信协议，如TCP/UDP/HTTP等，具备多线程和网络编程经验；
(4)构建与工具：熟练使用Visual Studio、Qt Creator等IDE，掌握CMake/qmake构建工具及Git/Svn版本控制；
(5)跨平台开发：熟悉Windows/Linux跨平台开发环境。
2.3 加分项技能（按方向分类）
三维可视化方向：
有OpenGL、OSG、VTK、Qt3D等三维引擎库开发经验；
熟悉计算机图形学原理，了解几何拓扑及三维建模算法及shader编写。
工业软件与仿真方向：
了解STK、AFSIM、VR-Forces、JSBSim等仿真工具，有仿真项目开发经验；
了解Unreal Engine、Unity、Godot等游戏引擎应用。
算法与性能方向：
具备参数化模型的加载显示、特征提取、碰撞检测经验；
使用过OpenCV、PCL等算法库；
熟悉分布式系统、并行计算、高性能计算相关技术。
人工智能与机器学习方向：
了解机器学习/深度学习基础理论（如神经网络、强化学习、代理模型），有TensorFlow、PyTorch、ONNX等框架使用经验优先；
有数字孪生与AI结合的项目经验者优先。
行业特定方向：
从事过军工行业相关开发人员优先。
2.4 通用素质要求
具备良好的团队合作能力和沟通能力；
具备独立工作能力和解决问题的能力，具有较强的学习能力，乐于接受挑战；
具备较强的技术问题分析与解决能力，能在独立或协作模式下攻克技术挑战；
能承受较大的工作压力，能够接受一定程度的加班出差。
职能类别：
软件工程师"
https://jobs.51job.com/hangzhou/152298406.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"招聘条件：
1.年龄在35岁以下；
2.获得博士学位一般不超过3年；
3.符合国家和学校招收博士后进站的其他需求；
4.契合研究院的研究方向，具有较强的科学研究能力、学术发展潜力。

岗位要求：
1.专业要求：具有网络空间安全、计算机科学与技术、电子科学与技术等已获得博士学位的博士，或从其他博士后科研流动站出站的博士后研究人员；
2.技能要求：具备计算机、数学、电子工程等理工科专业背景，具备一定的编程基础。在国际·知名期刊或会议发表过高水平学术论文者优先；
3.经验要求：主持或参与过类似项目，并获得成功应用案例者优先。
职能类别：
科研人员"
https://jobs.51job.com/hangzhou-yhq/172033614.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"岗位职责：
1. 合同审核：负责起草、审核、修订及管理维护各类业务合同，识别并管控法律风险；
2. 法律支持：为业务部门提供日常法律事务咨询并解答公司运营中面临的法律问题；
3. 争议解决：负责或协助公司经营中遇到的诉讼、仲裁、劳动人事纠纷等；
4. 体系建设：参与公司各项合规风险体系、制度的搭建及落地。

岗位要求
1. 法学本科及以上学历，具备法律职业资格证书，985211或海外留学优先；
2. 拥有3年以上企业法务/律师经验，半导体、芯片、AI等行业优先，熟悉民商法等国内外法律法规，能以英语作为工作语言，具有较强的逻辑思维及良好的团队协作、跨部门沟通能力，有IPO经验优先
职能类别：
法务专员/助理"
https://jobs.51job.com/hangzhou/171989925.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"主要工作：1.负责公司 SRM、CRM、OA、云表及 AI 平台等信息化系统的售后保障与日常运维，保障系统稳定运行。
2.响应用户系统使用问题，提供咨询解答、操作指导与异常处理，推动问题闭环解决。
3.开展用户培训，编写操作手册与培训材料，整理常见问题，提升用户使用效率。
4.负责系统故障初步排查、定位与应急处理，协调相关团队推进问题解决。
5.收集、分析并反馈用户优化需求，协助推动系统功能与业务流程优化。
6.协助项目经理参与项目实施，包括需求调研、系统配置、测试验证、上线支持等环节。
7.协助完善运维服务流程与响应机制，维护系统运维台账、项目文档与知识库。
8.完成上级交办的其他系统支持、项目实施及平台维护相关工作。

工作要求：1.本科及以上学历，计算机、信息管理等相关专业优先。
2.3-5 年信息化系统运维、售后支持或项目实施相关经验。
3.熟悉 SRM、CRM、OA、低代码/云表、AI 平台等企业信息化系统，有实际运维或实施经验者优先。
4.具备良好的问题分析、故障排查能力，较强的沟通协调与服务意识。
5.有项目实施经验，能参与需求调研、系统配置、测试上线、用户培训等工作。
6.具备文档编写能力，可独立输出操作手册、问题记录等材料。
7.学习能力强，能快速掌握新系统、AI 工具并转化为用户支持能力。
8.工作负责、执行力强，能适应多任务并行场景，具备抗压能力。
9.有 AI 平台、低代码平台实施或运维经验者优先。
职能类别：
运维工程师"
https://jobs.51job.com/hangzhou/171927765.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"工作职责：
1、负责全国科研机构（包括但不限于***实验室、高等院校、科研院所等）的市场开拓、商机挖掘及客户关系体系建立与维护；
2、重点推广公司在云计算、大数据、AI等领域的自研软件及解决方案；
3、负责本领域的市场洞察、年度规划制定，以及商机获取、中高层关系拓展、客户需求挖掘引导、项目策略把控、售前方案交流、招投标和签约、产研侧和生态等内外部协调、交付与售后跟进。

任职要求：
1、熟悉科研机构业务，对科研机构的工作流程、信息化建设模式及采购决策流程有深入了解；
2、熟悉国家在科研信息化领域的相关政策、项目及经费申请流程等；
3、熟悉云计算、大数据、AI大模型等数字化产品与技术；
4、具备良好的解决方案宣讲推介能力、商务能力；
5、能够专注于行业线进行客情积累，有强烈创业意识。
职能类别：
大客户销售"
https://jobs.51job.com/hangzhou-yhq/170727545.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,[blocked]
https://jobs.51job.com/hangzhou-xsq/171591456.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,[blocked]
https://jobs.51job.com/hangzhou/170340204.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"岗位职责:
1. 需求提炼：建立高效的需求挖掘分析机制，与公司各业务、职能部门联动，提炼符合“数智永安”战略，对业务目标有真正价值、能落地的需求；
2. 方案输出：基于需求，设计产品，输出产品设计方案和路线图；将产品设计落地为IT方案和项目，推进上线；保证方案、产出与业务目标一致；
3. 产品迭代：关注各类新兴技术和数智化场景，引入新的解决方案和流程模式，对现有平台产品进行迭代，不断满足客户新需求，应对市场新挑战。
任职要求:
1. 本科及以上学历，计算机、金融、经济等相关专业背景优先；
2. 5年金融行业信息化、数字化产品、项目经验，优秀者可放宽；
3. 有复杂业务、交易系统经验，或AI和大数据方面经验者优先；
4. 具有较强的团队沟通协调能力、抗压能力、创新意识与团队协作精神；
5. 具备产品经理常用软件能力、基本的软件开发原则认知，具备期货从业资格者优先。
职能类别：
金融产品经理"
https://jobs.51job.com/hangzhou-qtq/170162759.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"职位描述：

岗位亮点
业务财一体化：主导集团级非ERP财务系统（费控/资金/预算/电子档案）建设，直接支撑制造业支生产性出与供应链付款场景数字化
数据驱动决策：构建成本中心/利润中心分析模型，为管理层提供实时成本洞察与利润预测
技术创新应用：引入RPA+AI实现财务流程自动化，推动制造业财务数字化转型落地
核心职责
1. 系统实施与集成：主导非ERP财务系统需求分析与落地，推动与ERP、MES、SRM的数据贯通，实现费用管理全链路自动化
2. 核算架构设计：搭建多法人/多工厂核算主体架构，建立成本中心/利润中心管理体系
3. 数据建模分析：开发设备成本、能耗比、项目利润率等多维模型，支持精细化管理决策
4. 技术创新落地：引入RPA+AI实现智能审单、自动分摊，推动全流程无纸化与合规存储



职位要求：
1.本科及以上学历，财务管理、信息管理、计算机、工业工程等相关专业
4年以上非ERP财务系统（费控/资金/预算/档案）实施或开发经验
2.熟悉核算主体、成本中心/利润中心架构设计，了解作业成本法、标准成本法及费用分摊模型
3.熟练掌握SAP Concur、用友费控、汇联易费控等至少一款主流系统的配置与接口开发
4.具备数据思维，能使用SQL进行数据查询与分析
加分项：
2年以上制造业集团项目经验，有成本中心/利润中心/全面预算项目落地案例
熟悉Python数据建模或RPA工具（UiPath/影刀），有财务自动化场景实施经验
持有PMP、CPA、CMA或信息系统项目管理师证书
了解制造业税务合规与数据安全要求，具备权限管控实践经验
职能类别：
系统工程师"
https://jobs.51job.com/hangzhou-bjq/169097303.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"年龄：不超过38周岁
岗位职责：
1.深入洞察具身智能行业发展动政策、动态、产业趋势、投资策略，出具阶段性行业分析报告；
2.根据公司发展规划，做好公司战略研究报告；
3.根据国内外技术发展方向配合技术设计技术路径与规划；
4.根据市场经营方向给与经营决策层市场动向与可实施路径；
5.分析国内外竞争对手情况，给与差异化战略支撑；
6.拓展并维护政府部门、行业协会等战略合作关系。
任职要求：
1.取得硕士研究生、硕士及以上学位：人工智能、经济学、管理学、金融等相关专业；
2.具有3年以上项目管理、市场分析、战略规划等相关经验；
3.有行业研究工作经历或者具身智能领域战略工作经历优先；
4.具有数据分析能力和敏锐的市场洞察力。
职能类别：
行业研究员"
https://jobs.51job.com/hangzhou-bjq/167388101.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"岗位职责:
1. 负责Android架构设计和推进架构演进；
2. 负责Android客户端功能模块的开发、维护及问题诊断，确保功能高效稳定；
3. 基于Android平台负责对接多种AI大模型，探索并实现创新业务功能；
4. 负责APP重点项目、攻克疑难问题，研究前沿技术并应用到项目中，提升团队开发质量和效率；
5. 负责APP基础组件建设和维护，支持业务开发，提升用户体验。
任职要求:
1. 计算机及相关专业，本科及以上学历，5年以上Android/iOS开发经验；
2. 具备扎实的编程基础，优秀的架构设计能力和良好的编码习惯；
3. 深入理解数据结构和设计模式，能巧妙地应用到实际项目中，提升代码质量；
4. 精通Android UI设计与多设备适配技术，能有效优化界面兼容性和用户交互体验；
5. 熟练使用Android Studio、Git、AI工具，提升团队协作与开发效率；
6. 具备良好的团队协作精神，能够利用自身技术能力提升团队开发效率，提高团队影响力。
7. 以下为加分项：有AI模型对接、嵌入式开发、音视频相关项目经验。
职能类别：
android"
https://jobs.51job.com/hangzhou-xhq/171913881.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"岗位职责：
（1）负责UI/UX设计全面工作；
（2）负责软件产品的需求分析，转化需求，提供原型交互方案；
（3）定义产品风格，负责软件产品的界面设计工作，提供合理优质的设计方案；
（4）负责软件产品的界面创意动效、交互控件动效、界面转场动效的设计；
（5）负责输出符合开发规范的切图、标注、视觉说明，完整交付设计方案；跟进开发过程，推进软件产品的顺利开发与上架；
（6）负责视觉走查，降低视觉与交互层面的BUG率；
（7）持续分析和优化软件产品的用户操作体验；
（8）建立并完善设计规范，持续更新与优化组件库，追求设计高效化；
（9）制定个人工作计划并与团队成员紧密协作；
（10）结合需求与任务保持学习
任职要求：
1、视觉设计类相关专业本科及以上学历；
2、1~2年UI/UX设计行业工作经验，有IoT产品UI/UX设计工作经验者优先；
3、工具软件：掌握Figma/XD、AI、PS、AE等设计工具；
4、具备移动端/Web端UI经验；
5、拥有较高的审美水平，了解色彩设计理念，对视觉设计和交互设计有独到的理解及创新；
6、具备良好的沟通协作能力，良好的团队合作意识，较强的逻辑思维与责任心。
7、关注数媒行业趋势，使用过主流AI生产工具
职能类别：
UI设计师"
https://jobs.51job.com/hangzhou-bjq/169097754.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"年龄 ：不超过38周岁
岗位职责：
1.具有3年及以上产业生态合作、技术转化、产学研项目管理、政府项目承接经验，熟悉高端制造、人工智能、具身智能等前沿领域；
2.具备负责重大项目全过程管理和重大活动组织经验；
3.对接实验室合作、活动策划、内外部展会统筹、合作项目关系推进等工作。
任职要求：
1.取得硕士研究生、硕士及以上学位：专业不限；
2.具有3年以上产业生态合作、技术转化或产学研项目管理经验，熟悉高端制造、人工智能、具身智能等前沿领域；
3.良好的资源整合、沟通协调、团队协作、市场活动策划能力。
职能类别：
活动策划"
https://jobs.51job.com/hangzhou-gsq/171369827.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"岗位职责：
1、运营微信公众号、视频号、抖音、知乎等自媒体平台，策划并输出行业洞察、技术科普等内容；
2、负责产品外观渲染、3D建模与动画制作，完成技术成果的可视化转化与宣传物料制作；
3、运用KeyShot、Blender、C4D、Rhino等工具，独立完成从模型处理到成片输出的全流程工作；
4、维护客户信息档案，协助销售与技术团队准备投标文件、演示材料，跟进商机与客户需求；
5、协助部门完成绩效考核数据统计、会议组织、行政事务等综合支持工作。

任职要求：
1、本科及以上学历，工业设计、产品设计、数字媒体、动画等相关专业，3年以上相关工作经验；
2、熟练掌握KeyShot、Blender、C4D、Rhino等建模与渲染工具，具备独立完成产品渲染与动画制作的能力（需附作品集）；
3、熟悉主流自媒体平台运营规则，具备内容策划与执行能力，能使用AI工具辅助内容创作；
4、具备良好的技术理解力，能将技术语言转化为直观视觉表达，审美能力突出；
5、细致有条理，具备多任务处理能力，责任心强，有服务意识和闭环思维。
职能类别：
新媒体运营"
https://jobs.51job.com/hangzhou-scq/171332638.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,"岗位职责：
1、确保项目目标的实现，跟踪项目的进度，协调项目组成员之间的合作，领导协调项目团队准时、优质地完成全部工作。
2、与客户沟通，了解项目的整体需求。与客户保持联系，即时反馈阶段性的成果，项目完成的时候需要项目总结，产生项目总结文档。
3、制定项目开发计划文档，量化任务，并合理分配给相应的人员，监督产生项目进展各阶段的文档，保证文档的完整和规范。
4、管理开发过程中的需求变更，产生需求变更文档，更改开发计划。

任职要求：
1、本科及以上学历，5年以上相关工作经验，具有完整的软件类、集成类项目管理及交付经验，有乙方项目交付经验者优先。
2、具有良好的项目管理知识，熟悉项目管理工具，取得PMP或信息系统项目管理师(高项)证书等项目管理证书。
3、具有良好的文档管理、项目总结、复盘能力，能将过往经验沉淀成项目资产。
4、逻辑能力强，具有较强的抗压能力和项目风险意识，能应对复杂的项目情况，保障项目如期交付。
5、有泛政府项目、企业行业项目、AI、大数据项目实施经验者优先。
职能类别：
项目经理"
